[27Jun2025 00:00:00.994] [Server thread/INFO] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Anzu_ara lost connection: Timed out
[27Jun2025 00:00:00.996] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Anzu_ara left the game
[27Jun2025 00:00:22.800] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <joaocover> guerra quieres guerra tendras
[27Jun2025 00:01:52.763] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <C0LIGAMES> XD?
[27Jun2025 00:02:00.262] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <C0LIGAMES> WE
[27Jun2025 00:02:02.625] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <joaocover> solo te preguntare que mas hiciste
[27Jun2025 00:02:06.763] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <C0LIGAMES> salio como screamer
[27Jun2025 00:02:31.617] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <C0LIGAMES> XD
[27Jun2025 00:02:32.091] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <joaocover> con que aaqui estaba mi hierro
[27Jun2025 00:02:39.642] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <C0LIGAMES> XD
[27Jun2025 00:02:42.093] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <C0LIGAMES> eso es mio
[27Jun2025 00:03:33.047] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <joaocover> DIME POR QUE QUEMAS LA DANGUEON
[27Jun2025 00:03:35.174] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <C0LIGAMES> ok we
[27Jun2025 00:03:38.905] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <C0LIGAMES> anzu me dijo eso
[27Jun2025 00:03:45.945] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <C0LIGAMES> me amenazo con ya sabes quien
[27Jun2025 00:03:47.896] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <C0LIGAMES> disculpa
[27Jun2025 00:03:48.749] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <joaocover> SEGURO?
[27Jun2025 00:03:58.754] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <C0LIGAMES> me dijo que no se podian adenlantar
[27Jun2025 00:04:08.004] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <joaocover> NO
[27Jun2025 00:04:20.996] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <joaocover> COMENSARON AA PONER LEÑA AL FUEGO
[27Jun2025 00:04:51.201] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <joaocover> IGUALMENTE ENCONTRRE LA AZARME
[27Jun2025 00:05:06.639] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <C0LIGAMES> solo saque paja de tu aldea
[27Jun2025 00:05:13.146] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <joaocover> SEGURO?
[27Jun2025 00:05:14.038] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <C0LIGAMES> jojajo despues hablamos
[27Jun2025 00:05:16.918] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <C0LIGAMES> estare afk
[27Jun2025 00:05:19.588] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <C0LIGAMES> ahi te digo
[27Jun2025 00:05:25.265] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <C0LIGAMES> tengo que hacer cosas tambien
[27Jun2025 00:05:32.396] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <joaocover> SI COMO NO
[27Jun2025 00:08:51.162] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: joaocover has made the advancement [Dragon Commander]
[27Jun2025 00:09:30.951] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <joaocover> byron ambos sabemos que no estas afk
[27Jun2025 00:12:47.811] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <joaocover> no rempondes
[27Jun2025 00:22:07.059] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: joaocover has made the advancement [Who You Gonna Call?]
[27Jun2025 00:24:53.190] [Server thread/WARN] [firstaid/]: Failed to lookup healer for item air
[27Jun2025 00:27:00.244] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: joaocover was shot by Skeleton
[27Jun2025 00:27:00.248] [Server thread/INFO] [com.tiviacz.travelersbackpack.TravelersBackpack/]: Created new backpack backup file for joaocover with unique ID travelersbackpack.standard_27.06.2025-00.27.00.dat
[27Jun2025 00:27:01.424] [Server thread/INFO] [Scaling Health/]: Player lost 0.00 heart crystal(s)
[27Jun2025 00:27:01.424] [Server thread/INFO] [Scaling Health/]: Player lost 0.00 difficulty
[27Jun2025 00:29:18.046] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <C0LIGAMES> recien lllege
[27Jun2025 00:29:25.911] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <C0LIGAMES> estaba bañandome
[27Jun2025 00:29:38.397] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <joaocover> sabes que aparece un cartel de afk
[27Jun2025 00:29:46.925] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <C0LIGAMES> Si
[27Jun2025 00:29:49.975] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <C0LIGAMES> estuve afk
[27Jun2025 00:29:53.168] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <C0LIGAMES> me salio 1
[27Jun2025 00:30:00.650] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <joaocover> ese cartel nunca aparecio
[27Jun2025 00:30:45.025] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <C0LIGAMES> te mande a wasa
[27Jun2025 00:30:52.775] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <joaocover> YA LO VI
[27Jun2025 00:32:27.049] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <joaocover> si quieres vengarte para la siguiente quitame ewl bestiario
[27Jun2025 00:34:16.891] [Server thread/INFO] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: C0LIGAMES lost connection: Disconnected
[27Jun2025 00:34:16.891] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: C0LIGAMES left the game
[27Jun2025 00:34:52.035] [Server thread/INFO] [net.minecraft.server.network.ServerLoginPacketListenerImpl/]: com.mojang.authlib.GameProfile@6536efab[id=<null>,name=C0LIGAMES,properties={},legacy=false] (/127.53.118.236:38075) lost connection: Disconnected
[27Jun2025 00:35:24.489] [Server thread/INFO] [net.minecraft.server.network.ServerLoginPacketListenerImpl/]: com.mojang.authlib.GameProfile@16579492[id=<null>,name=C0LIGAMES,properties={},legacy=false] (/127.53.118.236:50811) lost connection: Disconnected
[27Jun2025 00:35:32.905] [Server thread/INFO] [net.minecraft.server.players.PlayerList/]: C0LIGAMES[/127.53.118.236:42971] logged in with entity id 45801 at (-463.3116665926066, 36.0, -321.9883565364493)
[27Jun2025 00:35:32.919] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: C0LIGAMES joined the game
[27Jun2025 00:35:45.016] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <joaocover> cxon que qahi vive el grotsco
[27Jun2025 00:36:03.014] [Server thread/INFO] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: C0LIGAMES lost connection: Timed out
[27Jun2025 00:36:03.014] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: C0LIGAMES left the game
[27Jun2025 00:36:42.002] [Server thread/INFO] [net.minecraft.server.network.ServerLoginPacketListenerImpl/]: com.mojang.authlib.GameProfile@b1501f4[id=<null>,name=C0LIGAMES,properties={},legacy=false] (/127.53.118.236:50405) lost connection: Disconnected
[27Jun2025 00:36:49.900] [Server thread/INFO] [net.minecraft.server.players.PlayerList/]: C0LIGAMES[/127.53.118.236:40237] logged in with entity id 46236 at (-463.3116665926066, 36.0, -321.9883565364493)
[27Jun2025 00:36:49.914] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: C0LIGAMES joined the game
[27Jun2025 00:43:23.932] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: joaocover was slain by Zombie
[27Jun2025 00:43:23.936] [Server thread/INFO] [com.tiviacz.travelersbackpack.TravelersBackpack/]: Created new backpack backup file for joaocover with unique ID travelersbackpack.standard_27.06.2025-00.43.23.dat
[27Jun2025 00:43:25.070] [Server thread/INFO] [Scaling Health/]: Player lost 0.00 heart crystal(s)
[27Jun2025 00:43:25.070] [Server thread/INFO] [Scaling Health/]: Player gained 0.00 difficulty
[27Jun2025 00:43:31.447] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: joaocover moved too quickly! 0.7173493657435301,-2.580000013113022,-9.947045412369107
[27Jun2025 00:43:31.450] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2173ms or 43 ticks behind
[27Jun2025 00:48:17.787] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:17.824] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:17.868] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:17.902] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:17.940] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:17.988] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:18.025] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:18.059] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:18.096] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:18.134] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:18.171] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:18.207] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:18.240] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:18.278] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:18.316] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:18.387] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:18.489] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:18.590] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:18.690] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:18.790] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:18.892] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:18.991] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:19.090] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:19.192] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:19.293] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:19.389] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:19.490] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:19.589] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:20.369] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:20.411] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:20.453] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:20.486] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:20.517] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:20.550] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:20.582] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:20.627] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:20.657] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:20.688] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:20.729] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:20.788] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:20.889] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:20.989] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:21.094] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:21.190] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:21.303] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:21.387] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:21.488] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:21.589] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:21.691] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:21.787] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:21.889] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:21.995] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:22.094] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:22.192] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:22.290] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:22.387] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:22.488] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:22.589] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:22.688] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:22.791] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:22.887] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:22.993] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:23.088] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:23.192] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:23.287] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:23.387] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:23.490] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:23.590] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:23.688] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:23.789] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:24.563] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:24.603] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:25.299] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:25.340] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:25.377] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:25.411] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:25.444] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:25.477] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:25.514] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:25.545] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:25.579] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[27Jun2025 00:48:25.611] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
